Id,Ticker,YoySuccess,Date,Eps,PbRatio,PeRatio,MarketCap,OneDay,SixMonths,CashFlowToSales,Roe,Roe1,Roe2,Roe3,Roe4,BvS,BvS1,BvS2,BvS3,BvS4,DivYield,DivYield1,DivYield2,DivYield3,DivYield4
2466,AHC,0,,-1.28,1.015,-6.854,47102924,0,0,-0.01849786,-0.1,0,0,0,0,8.67,10.72,12.98,17.98,16.49,0.1091,0.1078,0.082,0.093,0.0504
2467,PZG,0,,-0.17,0.675,-5.417,31979942,2,-40,0,-0.1,0,0,0,0,1.33,1.71,1.83,2.28,2.97,0,0,0,0,0
2468,WWR,0,,-1.83471,0.132,-1.03,16630469,-6,-17,0,-0.1,0,0,0,0,14.34,6.53,8.7,22.41,83.11,0,0,0,0,0
2469,USEG,4,,-0.39,1.053,-7.994,14149750,-3,-6,0.15682974,-0.1,0,0,0,0,2.99,5.26,8.36,9.09,18.07,0,0,0,0,0
2470,HUBS,9,,-1.739102263,23.364,-262.285,20415457980,-3,-27,0.17104016,-0.11,0,0,0,0,19.52,17.04,15.47,6.35,5.71,0,0,0,0,0
2471,DPZ,9,,14.039114,-3.934,32.445,16562170075,-3,-4,0.1159484,-0.11,0,0,0,0,-116.48,-84.91,-87.73,-74.19,-63.76,0.0084,0.0083,0.0096,0.0082,0.0091
2472,AES,3,,-0.62239,5.202,-35.589,14555714020,-2,22,0.1843047,-0.11,0,0,0,0,4.26,4.01,4.49,4.85,3.73,0.0275,0.0238,0.0269,0.0319,0.0414
2473,Z,9,,-2.35775,1.987,-20.112,10614871757,-6,-42,0.11353358,-0.11,0,0,0,0,23.86,21.18,16.65,16.51,14.27,0,0,0,0,0
2474,ZG,9,,-2.35775,1.959,-19.828,10464894000,-6,-42,0.11353358,-0.11,0,0,0,0,23.86,21.18,16.65,16.51,14.27,0,0,0,0,0
2475,WING,9,,1.44,-14.036,101.846,4344538897,-3,-13,0.15692056,-0.11,0,0,0,0,-10.46,-11.53,-7.12,-7.69,-1.66,0.0046,0.0353,0.0043,0.0973,0.0029
2476,TRUP,9,,-0.99083,9.518,-88.996,3162035079,-2,-3,0.00581442,-0.11,0,0,0,0,9.26,9.48,3.95,4.04,1.64,0,0,0,0,0
2477,CCOI,9,,1.04,-7.902,61.183,2948082043,0,-8,0.28209731,-0.11,0,0,0,0,-8.04,-6.38,-4.47,-3.29,-2.29,0.051,0.0495,0.0341,0.0457,0.0407
2478,AVYA,1,,-0.2,3.014,-121.03,1573390000,11,-95,-0.03663129,-0.11,0,0,0,0,6.18,3.95,11.73,18.51,0,0.0013,0,0,0,0
2479,GRPN,3,,4.04,3.786,6.615,796109007,-5,-52,-0.20372404,-0.11,0,0,0,0,7.16,3.76,13.89,13.46,8.97,0,0,0,0,0
2480,CVGW,7,,-0.67,3.168,-60.446,714355340,-1,11,0.02323985,-0.11,0,0,0,0,12.8,14.49,16.22,15.06,13.96,0.0285,0.0154,0.0112,0.0097,0.0118
2481,OFIX,6,,-1.95,1.739,-15.263,585795142,-1,-29,0.01209793,-0.11,0,0,0,0,17.11,18.52,17.33,18.14,16.37,0,0,0,0,0
2482,ARAY,7,,-0.058,3.636,-36.17,193399500,-2,-18,-0.00558258,-0.11,0,0,0,0,0.58,0.75,0.71,0.57,0.57,0,0,0,0,0
2483,VHC,4,,-0.55883,780.649,-3.722,147368640,-4,7,-1470.257143,-0.11,0,0,0,0,0,3.17,0.08,0.16,0.03,0,0.1653,0,0,0
2484,LUB,3,,-0.099315744,1.714,-41.786,126151703,0,-36,0.00015098,-0.11,0,0,0,0,2.42,2.43,3.39,3.77,4.89,0,0,0,0,0
2485,PFMT,3,,-0.17,1.489,-11.93,122735830,-3,-13,-0.07249945,-0.11,0,0,0,0,1.36,0.77,1,1.48,1.58,0,0,0,0,0
2486,MACK,2,,-0.182624907,4.424,-25.626,62758800,-4,-41,0,-0.11,0,0,0,0,1.06,1.2,1.3,4.41,7.28,0,0,0.645,0,1.2126
2487,AQB,4,,-0.32,0.272,-2.605,58155837,-2,-8,-7.1573731,-0.11,0,0,0,0,5.88,3.16,1.18,1.78,2.05,0,0,0,0,0
2488,SIF,5,,-0.13,0.89,-59.45,44171530,-2,-40,-0.03076374,-0.11,0,0,0,0,8.62,8.04,6.48,8,9.14,0,0,0,0,0
2489,GE,4,,-6.16,2.509,-15.51,1.01E+11,-2,-17,0.06400118,-0.12,0,0,0,0,36.71,32.49,25.97,28.52,59.49,0.0057,0.0069,0.0058,0.0588,0.0653
2490,PLUG,7,,-0.82,2.274,-22.766,10471497641,-6,29,-0.78957541,-0.12,0,0,0,0,8.25,4.13,0.57,0.01,0.34,0,0,0,0,0
2491,CLDR,,,,4.356,-30.19,4912957280,0,0,0.22660096,-0.12,0,0,0,0,3.73,5.12,9.77,2.22,0,0,0,0,0,0
2492,JBLU,8,,-0.655855856,1.154,-24.409,4442440000,-4,-45,0.03543258,-0.12,0,0,0,0,12.04,14.24,16.18,14.74,14.71,0,0,0,0,0
2493,OPK,5,,-0.05,1.135,-63.425,1911829262,-2,-16,-0.00251007,-0.12,0,0,0,0,2.6,2.61,2.71,3.16,3.37,0,0,0,0,0
2494,OII,4,,-0.494064527,2.586,-26.798,1321334854,-2,-38,0.02731977,-0.12,0,0,0,0,5.12,5.56,10.81,14.3,16.88,0,0,0,0,0.0217
2495,CDXS,8,,-0.329253574,7.387,-57.068,1214360120,-4,-55,-0.09553683,-0.12,0,0,0,0,2.54,2.87,1.87,1.08,0.53,0,0,0,0,0
2496,LASR,,,,2.742,-27.925,828518880,-6,-17,-0.08413278,-0.12,0,0,0,0,7.05,5.73,5.84,8.76,0,0,0,0,0,0
2497,OSUR,8,,-0.32,1.538,-25.449,585268350,-3,-47,-0.27516588,-0.12,0,0,0,0,5.64,5.9,4.98,4.64,4.37,0,0,0,0,0
2498,SNR,,,,1.958,-116.418,437615271,0,0,0.16651078,-0.12,0,0,0,0,2.71,3.37,3.93,6.16,7.03,0.0681,0.0712,0.1515,0.1385,0.1043
2499,SNCR,3,,0.001821451,0.646,0,167009700,0,-1,0.00212469,-0.12,0,0,0,0,3.02,6.7,6.81,9.07,10.38,0,0,0.0304,0.0245,0
2500,NLS,7,,-0.72,0.569,-4.164,93397290,-7,-53,-0.20918217,-0.12,0,0,0,0,5.29,5.04,3.05,6.07,5.84,0,0,0,0,0
2501,SLNG,3,,-0.45,0.966,0,58989120,2,2,0.07087118,-0.12,0,0,0,0,3.49,3.68,4.66,10.54,13.63,0,0,0,0,0
2502,NEO,9,,-0.07,2.293,-304.396,2540795160,-8,-40,-0.11847836,-0.13,0,0,0,0,9.24,6.39,5.05,3.74,2.59,0,0,0,0,0
2503,GCI,8,,-1.008659131,1.213,-4.781,645309560,0,-59,0.01170304,-0.13,0,0,0,0,3.94,2.76,7.61,12.36,12.72,0,0,0.1115,0.1098,0.0834
2504,DJCO,5,,81.77,1.861,4.198,473899642,-4,-22,-0.14277372,-0.13,0,0,0,0,184.42,102.66,99.73,117.99,115.69,0,0,0,0,0
2505,DZSI,6,,-1.3,2.27,-8.633,299425558,-1,-1,-0.1039947,-0.13,0,0,0,0,6.11,4.33,5.49,4.69,4.47,0,0,0,0,0
2506,HEAR,6,,1.11,1.993,15.903,281811055,-3,-55,-0.19109371,-0.13,0,0,0,0,9.55,7.86,4.38,2.78,-1.8,0,0,0,0,0
2507,IBIO,4,,-0.12,2.234,-10.452,242568800,-5,-21,-11.80341273,-0.13,0,0,0,0,0.56,0.9,0.13,1.52,1,0,0,0,0,0
2508,SMHI,,,,0.236,0,105341029,-2,49,-0.03352367,-0.13,0,0,0,0,17.54,16.2,19.46,25.11,28.87,0,0,0,0,0.01
2509,HWCC,3,,-0.765624471,0.597,-4.362,54888371,0,-53,0.16012897,-0.13,0,0,0,0,5.59,6.31,6.14,5.58,5.51,0.0001,0.0005,0.0005,0.0007,0.0204
2510,PRCP,4,,-0.41,1.096,-10.574,41988010,0,0,0.05978233,-0.13,0,0,0,0,3.95,4.36,4.82,4.25,4.12,0,0.0014,0,0,0
2511,ASTC,3,,-0.35,0.388,-3.123,23742720,-7,-32,-9.01754386,-0.13,0,0,0,0,2.78,0.1,0.55,0.98,4.11,0,0,0,0,0
2512,CLRO,3,,-0.45,0.315,-2.11,16235331,0,-18,-0.27722058,-0.13,0,0,0,0,2.98,2.88,2.67,5.84,6.6,0,0,0,0.0331,0.0335
2513,MSN,2,,-0.17,0.526,-3.888,14098810,-3,-3,-1.09395564,-0.13,0,0,0,0,1.27,1.45,1.64,1.77,1.73,0,0,0,0,0
2514,XRX,1,,-2.17721,0.922,-9.425,4288331264,-2,-11,0.04014388,-0.14,0,0,0,0,22.25,26.76,26.13,20.98,21.51,0.048,0.0523,0.0296,0.0384,0.035
2515,WTM,3,,-88.20028,0.901,-11.614,3198376548,0,27,0.03644677,-0.14,0,0,0,0,1136.32,1250.95,1025.03,840.85,813.32,0.001,0.001,0.0009,0.0013,0.0013
2516,JACK,5,,7.4,-2.683,13.236,2194013716,-2,3,0.11538708,-0.14,0,0,0,0,-36.51,-34.31,-28.56,-20.76,-12.67,0.017,0.0141,0.0191,0.0201,0.0154
2517,BKD,4,,-0.5411,1.381,-9.703,963364500,-5,-29,-0.03556771,-0.14,0,0,0,0,3.8,4.36,3.75,5.44,8.22,0,0,0,0,0
2518,WW,3,,0.96,-1.923,13.118,877464000,-7,-38,0.12797327,-0.14,0,0,0,0,-6.55,-8.08,-10.2,-12.2,-15.8,0,0,0,0,0
2519,VVI,6,,-4.65763,5.191,-7.633,720918450,-3,19,0.05003092,-0.14,0,0,0,0,6.85,11.08,23.21,21.63,21.3,0.0054,0.0058,0.006,0.0077,0.0071
2520,TDW,4,,-3.14,0.907,-4.932,636049590,-2,48,-0.06167729,-0.14,0,0,0,0,17.1,20.37,26.56,43.02,55.25,0,0,0,0,0
2521,CSII,6,,-0.94,2423.161,-16.368,604530201,-5,-20,-0.0709308,-0.14,0,0,0,0,0.01,6.98,7.84,4.41,4.06,0,0,0,0,0
2522,SRG,,,,0.44,3.973,371873580,-2,56,-1.133269,-0.14,0,0,0,0,22.06,16.95,20.09,21.96,26.23,0.0132,0.0072,0.0166,0.028,0.0246
2523,NDLS,7,,0.08,9.536,97.916,358861099,-3,-39,0.02618759,-0.14,0,0,0,0,0.83,0.67,1.15,1.24,0.95,0,0,0,0,0
2524,HMTV,8,,0.277767985,0.989,22.378,246856848,3,34,-0.21900948,-0.14,0,0,0,0,6.33,5.86,5.86,5.95,5.95,0,0,0,0,0
2525,DAIO,6,,-0.06516379,1.847,-66.063,36665200,-4,-31,-0.05196968,-0.14,0,0,0,0,2.38,2.36,2.61,2.79,2.71,0,0,0,0,0
2526,AVLR,,,,8.67,-71.066,8899753555,0,-4,0.02527513,-0.15,0,0,0,0,11.9,13.34,6.32,2.83,0,0,0,0,0,0
2527,PLNT,,,,-10.924,164.824,7050173390,-1,-15,0.29876117,-0.15,0,0,0,0,-7.75,-8.79,-8.51,-4.29,-1.51,0.0002,0,0,0,0.0007
2528,RNR,6,,-0.852493472,1.053,-173.731,6976185026,0,-7,0.2861349,-0.15,0,0,0,0,148.12,160.5,138.49,126.98,110.19,0.0144,0.014,0.0115,0.0151,0.0145
2529,CNMD,5,,2.14,5.017,63.004,3940369297,-2,-31,0.07120407,-0.15,0,0,0,0,26.93,24.81,25.08,23.55,22.6,0.0059,0.0071,0.0076,0.0116,0.0139
2530,SIX,7,,0.53,-3.605,27.252,3540597600,-5,-46,0.23523851,-0.15,0,0,0,0,-11.46,-13.66,-8.49,-7.65,-5.82,0.0002,0.0078,0.0873,0.0523,0.0388
2531,CDNA,9,,-0.58202649,4.355,-66.165,2028762588,-4,-43,-0.06605179,-0.15,0,0,0,0,8.84,5.97,2.35,2.69,-0.26,0,0,0,0,0
2532,XONE,7,,-0.709204793,7.65,-39.114,583740781,0,1,-0.28243279,-0.15,0,0,0,0,3.63,2.98,3.88,4.68,5.51,0,0,0,0,0
2533,TRUE,7,,-0.36052,1.093,-9.403,360407861,-6,-34,-0.0768559,-0.15,0,0,0,0,3.1,3.6,3.09,3.39,3.3,0,0,0,0,0
2534,GTYH,,,,1.052,-5.216,280775686,0,44,-0.073969,-0.15,0,0,0,0,4.64,5.8,6.4,13.42,33.66,0,0,0.0016,0,0
2535,FARM,4,,-2.39,1.628,-4.103,170887045,10,1,-0.01697984,-0.15,0,0,0,0,5.95,6.5,9.27,13.62,12.91,0,0,0,0,0
2536,LTRX,6,,-0.14,3.276,-37.34,151004080,-4,7,-0.04251933,-0.15,0,0,0,0,1.61,1.84,1.73,1.31,1.19,0,0,0,0,0
2537,GEOS,5,,-1.05,0.892,-9.038,127043424,-1,-8,-0.15623528,-0.15,0,0,0,0,10.66,11.9,13.36,13.33,14.86,0,0,0,0,0
2538,FVE,5,,-0.95,0.499,-3.03,90666170,2,13,-0.00810299,-0.15,0,0,0,0,5.75,6.69,23.97,14.32,29.47,0,0,0,0,0
2539,VNCE,5,,-1.08,1.604,-7.041,89449636,1,-6,-0.00534166,-0.15,0,0,0,0,4.74,5.63,11.21,6.38,9.83,0,0,0,0,0
2540,TUSK,,,,0.167,-0.761,77138365,-9,177,-0.08989362,-0.15,0,0,0,0,10.15,12.34,14.86,16.85,12.22,0,0,0.1707,0.0108,0
2541,SEAC,2,,-0.16,1.338,-7.659,56906300,-1,-57,-0.12673821,-0.15,0,0,0,0,0.9,0.84,1.36,1.54,2.42,0,0,0,0,0
2542,XPL,1,,-0.04,1.102,-10.792,25544286,-2,-13,0,-0.15,0,0,0,0,0.39,0.4,0.42,0.46,0.63,0,0,0,0,0
2543,BIO,8,,142.63,1.292,4.158,17652424000,-2,-12,0.18499439,-0.16,0,0,0,0,459.12,331.9,192.84,134.75,98.81,0,0,0,0,0
2544,ESGR,6,,22.05,0.868,11.185,5290294027,-1,-32,29.31862605,-0.16,0,0,0,0,307.55,309.7,225.4,188.51,161.78,0.0068,0.0083,0.0083,0.0033,0
2545,APPF,,,,12.85,3717.377,3821463879,-2,-4,0.0676341,-0.16,0,0,0,0,8.68,8.34,3.88,2.69,2.51,0,0,0,0,0
2546,NVTA,9,,-1.735502601,0.749,-5.889,2231884480,-8,-61,-1.28577226,-0.16,0,0,0,0,13.64,14.68,4.18,2.42,2.62,0,0,0,0,0
2547,SAVE,8,,-4.5,1.008,-4.508,2130450095,0,0,-0.02834729,-0.16,0,0,0,0,20.13,26.56,33.03,28.26,25.67,0,0,0,0,0
2548,AXNX,,,,3.439,-20.72,1658982710,0,51,-0.09095968,-0.16,0,0,0,0,13.05,7.77,6.41,20.47,0,0,0,0,0,0
2549,CDE,6,,-0.13,1.355,-34.607,1083975000,-6,-33,0.09030283,-0.16,0,0,0,0,3.3,2.86,3.05,4.52,4.53,0,0,0,0,0
2550,SENS,,,,-5.44,0,1009347287,-9,7,-5.17910127,-0.16,0,0,0,0,-0.44,-0.63,-0.05,0.45,0.06,0,0,0,0,0
2551,BIOS,3,,0,-9.056,-8.881,459161000,0,2,-0.00022421,-0.16,0,0,0,0,-0.4,-0.02,0.43,-0.26,3.16,0,0,0,0,0
2552,SPNE,4,,-1.62,1.225,-7.043,382749560,-1,-35,-0.16936066,-0.16,0,0,0,0,9.3,6.31,5.78,9.25,8.5,0,0,0,0,0
2553,MESA,5,,0.46,0.552,16.233,269276020,-10,-43,0.02843048,-0.16,0,0,0,0,13.67,12.99,12.25,27.71,0,0,0,0,0,0
2554,TWIN,4,,-1.58,1.498,-6.561,194995840,-4,-16,-0.02449141,-0.16,0,0,0,0,9.83,10.6,14.49,12.66,10.94,0,0,0,0,0
2555,BH,2,,22.37,0.315,5.211,184862159,-2,20,0.21117429,-0.16,0,0,0,0,370.49,327.25,357.55,327.75,310.38,0,0,0,0,0
2556,ATOS,1,,-0.18,1.05,-7.038,145018000,-3,-17,0,-0.16,0,0,0,0,1.18,2.4,1.55,2.12,7.12,0,0.1802,0,0,0
2557,MNOV,2,,-0.206872825,1.329,-10.973,111202388,-5,-2,-342.3721867,-0.16,0,0,0,0,1.71,1.61,1.74,1.78,1.1,0,0,0,0,0
2558,ITI,8,,-0.16,1.417,-15.386,108932760,-5,1,-0.10656082,-0.16,0,0,0,0,1.82,1.92,1.62,1.02,1.21,0,0,0,0,0
2559,SREV,3,,-0.15,1.492,-6.794,100011000,1,33,0.026291,-0.16,0,0,0,0,0.68,0.79,0.94,1.11,1.26,0,0,0,0,0
2560,LPTH,9,,-0.12,1.857,-19.579,62364239,6,-7,0.05740261,-0.16,0,0,0,0,1.28,1.34,1.3,1.41,1.49,0,0,0,0,0
2561,KEQU,6,,-2.2,1.119,-6.522,39951240,3,33,-0.04669217,-0.16,0,0,0,0,12.81,14.94,13.97,17.18,17.3,0,0,0.0398,0.0341,0.0202
2562,NURO,5,,-0.392107416,1.093,-11.119,25368438,-4,-21,-0.37039745,-0.16,0,0,0,0,3.99,1.38,1.81,8.26,18.54,0,0,0,0,0
2563,OKTA,,,,4.744,-33.11,28091221200,-5,-43,0.04567534,-0.17,0,0,0,0,38.51,5.46,3.46,2.35,1.97,0,0,0,0,0
2564,IPHI,8,,-1.320989096,21.559,-127.639,7625676799,0,0,0.22781183,-0.17,0,0,0,0,7.82,7.66,8.39,9.76,11.4,0,0,0,0,0
2565,FCEL,2,,-0.31,4.137,-28.752,2905563563,-8,-10,-1.05677244,-0.17,0,0,0,0,2.1,0.88,1.38,16.98,45.39,0.0011,0.0029,0.0491,0.0721,0.0487
2566,FARO,6,,-2.2,2.869,-23.434,936497340,-3,-31,-0.01317771,-0.17,0,0,0,0,17.95,20.28,19.1,22.1,21.07,0,0,0,0,0
2567,RFL,,,,5.864,-29.216,717084572,-9,-29,-38.83591331,-0.17,0,0,0,0,7.4,7.41,8.36,8.55,0,0,0,0,0,0
2568,COLL,,,,3.047,8.646,618335929,-1,-20,0.21877801,-0.17,0,0,0,0,5.74,5.41,2.61,2.78,3.44,0,0,0,0,0
2569,EHTH,6,,-4.59,0.771,-5.535,577666162,-7,-41,-0.32823638,-0.17,0,0,0,0,27.99,32.18,22.85,15.71,3.3,0,0,0,0,0
2570,PMTS,7,,1.418405261,-1.267,9.616,153295568,0,54,-0.07288658,-0.17,0,0,0,0,-10.77,-12.29,-13.61,-13.42,-10.76,0,0,0,0,0.244
2571,FEIM,4,,-0.93,1.488,-8.022,69495000,-2,-31,0.083568,-0.17,0,0,0,0,5.04,6.04,5.98,7.08,7.16,0,0,0,0,0
2572,TACT,2,,-0.52958,1.706,-16.051,66529500,-3,-52,-0.15286734,-0.17,0,0,0,0,4.98,3.86,3.47,3.7,3.5,0,0,0.034,0.0344,0.0227
2573,OMED,,,,0.598,-3.559,28832246,0,0,-1.00992774,-0.17,0,0,0,0,1.25,-1.27,-0.6,0.09,1.99,0,0,0,0,0
2574,YUM,3,,5.22,-4.409,23.439,36916479366,-1,-6,0.21784698,-0.18,0,0,0,0,-27.73,-26.13,-26.2,-24.61,-18.25,0.016,0.0185,0.0157,0.0154,0.0142
2575,S,,,,5.297,-32.252,8743620923,-5,-30,-0.46463187,-0.18,0,0,0,0,8.07,0,0,0,0,0,0,0,0,0
2576,SAVA,1,,-0.82,6.169,-48.366,1566348750,-3,-38,0,-0.18,0,0,0,0,6.44,3.53,1.27,1.84,1.48,0,0,0,0,0
2577,QTRX,,,,2.334,-17.839,1029082228,-3,-68,-0.48402477,-0.18,0,0,0,0,12.07,7.21,4.58,1.84,3.03,0,0,0,0,0
2578,CNSL,5,,-1.149820564,1.233,-6.331,675518499,-1,-11,0.22216872,-0.18,0,0,0,0,5.9,5.26,4.81,5.8,9.41,0,0,0.1597,0.1497,0.1246
2579,UPLD,9,,-1.92,1.575,-8.56,498286890,-3,-36,0.13095138,-0.18,0,0,0,0,11.88,11.51,9.21,4.37,4.97,0,0,0,0,0
2580,OXSQ,3,,0.8,0.83,5.127,202965651,-1,-1,0.54531183,-0.18,0,0,0,0,4.93,4.56,5.19,6.34,7.55,0.1006,0.1724,0.1345,0.1189,0.1444
2581,ORN,7,,-0.469992663,0.663,-6.745,98204089,-2,-18,-0.00977397,-0.18,0,0,0,0,4.78,5.29,4.71,4.96,8.25,0,0,0,0,0
2582,RLH,3,,-0.76,0.504,-3.839,73047830,0,0,-0.061522,-0.18,0,0,0,0,5.82,6.8,6.88,7.6,6.71,0,0,0,0,0
2583,CAPR,3,,-0.000866949,2.319,-3633.43,72750431,-5,14,-57.90389284,-0.18,0,0,0,0,1.36,1.81,1.84,1.57,4.84,0,0,0,0,0
2584,CPIX,3,,-0.24,1.169,-13.818,49782146,2,-23,0.05487768,-0.18,0,0,0,0,2.86,3.1,3.32,3.58,4.03,0,0,0,0,0
2585,INSP,,,,23.677,-128.997,5423270944,-3,-2,-0.0608474,-0.19,0,0,0,0,8.78,8.81,5.87,11.25,0,0,0,0,0,0
2586,MUX,5,,-0.12,9.943,-65.774,3730171709,-6,-62,-0.44046802,-0.19,0,0,0,0,0.82,9.05,13.8,14.41,16.61,0,0,0,0.0056,0.0046
2587,MCY,6,,4.48,1.408,12.153,3013135957,-3,-37,0.10615573,-0.19,0,0,0,0,38.66,36.72,32.51,29.23,31.84,0.0465,0.0476,0.0506,0.0497,0.0504
2588,FSLY,,,,2.867,-13.054,2907127650,-7,-45,-0.10393937,-0.19,0,0,0,0,8.74,10.25,3.77,0,0,0,0,0,0,0
2589,LILAK,,,,1.093,-5.554,2444420958,-2,-31,0.18739047,-0.19,0,0,0,0,9.6,13.88,16.23,17.01,18.35,0,0,0,0,0.014
2590,ORBC,7,,-0.428216354,2.812,-17.226,584661910,0,53,0.1734789,-0.19,0,0,0,0,2.66,2.98,3.31,3.37,3.97,0,0,0,0,0
2591,SHSP,8,,-0.454889527,6.309,-42.955,250388777,0,0,-0.16618388,-0.19,0,0,0,0,3.1,2.79,1.5,2.23,2.9,0,0,0,0,0
2592,CCK,5,,-4.3,7.634,-26.064,14595616865,-2,-18,0.07369919,-0.2,0,0,0,0,14.67,16.46,12.79,7.01,4.44,0.0072,0,0,0,0
2593,CREE,3,,-4.66,4.674,-18.884,9893188760,0,-16,-0.33245103,-0.2,0,0,0,0,18.84,19.3,19.11,20.77,22.57,0,0,0,0,0
2594,SFIX,,,,9.649,-500.983,4446727804,-15,-45,0.05265422,-0.2,0,0,0,0,4.35,3.92,3.96,4.15,0,0,0,0,0,0
2595,SAIL,,,,8.355,-54.801,3377602800,0,69,-0.02015047,-0.2,0,0,0,0,4.36,5.13,4.88,4.37,6.27,0,0,0,0,0.0569
2596,GSHD,,,,-107.319,278.476,1504607390,-10,-28,0.14496257,-0.2,0,0,0,0,-0.84,-0.29,-0.61,6.09,0,0.0399,0.0199,0.024,0.2092,0
2597,PAR,4,,-3.02,1.739,-11.571,877076480,-4,-6,-0.12712838,-0.2,0,0,0,0,20.1,9.91,4.49,2.86,4.33,0,0,0,0,0
2598,RGCO,6,9/30/2021,1.22,1.831,18.069,182529867,-2,4,0.23056804,-0.2,0.12,0.1,0.09,0.1,12.08,10.94,10.34,10.4,8.32,0.0329,0.029,0.0219,0.0213,0.0202
2599,AMSC,5,,-0.71,1.325,-7.554,144991990,-6,-28,-0.1798666,-0.2,0,0,0,0,4.02,4.88,3.44,3.99,2.75,0,0,0,0,0
2600,USIO,7,,-0.02085,2.62,-152.065,48909290,4,-48,0.07576703,-0.2,0,0,0,0,1.21,1.08,0.58,0.79,1.46,0,0,0,0,0
2601,AEY,5,,-0.52,2.652,-4.253,27654326,1,64,0.03612516,-0.2,0,0,0,0,0.84,1.34,2.84,3.36,4.09,0,0,0,0,0
2602,QTWO,9,,-2,5.916,-29.926,3374053020,-5,-31,0.01973895,-0.21,0,0,0,0,10.11,12.37,8.21,3.71,2.59,0,0,0,0,0
2603,VGR,7,,1.42,-2.074,7.954,1745685515,-1,-5,0.18086857,-0.21,0,0,0,0,-5.43,-4.26,-4.34,-3.32,-2.62,0.0755,0.0705,0.1142,0.1351,0.0696
2604,ALBO,3,,-1.77,2.988,-15.42,524729080,-1,-46,-2.38204423,-0.21,0,0,0,0,9.14,11.34,7.49,10.48,8.35,0,0,0,0,0
2605,EARN,,,,0.865,-21.157,133480633,0,-13,-1.10779,-0.21,0,0,0,0,11.94,13.47,12.91,12.01,16.61,0.1294,0.0937,0.1141,0.1285,0.1377
2606,SND,,,,0.316,-1.502,76091400,-2,-28,0.14106944,-0.21,0,0,0,0,5.99,7.17,6.08,5.18,4.73,0,0,0,0,0
2607,BWEN,4,,0.15,0.567,10.787,30710640,1,80,-0.06567839,-0.21,0,0,0,0,2.89,2.43,2.53,2.8,4.39,0,0,0,0,0
2608,EXAS,7,,-3.48,3.55,-20.189,12025202640,-4,-50,-0.15477491,-0.22,0,0,0,0,19.77,18.68,17.43,5.57,4.5,0,0,0,0,0
2609,AGIO,6,,0,1.605,0,2074076243,-2,-11,-38.66626113,-0.22,0,0,0,0,18.72,5.79,10.68,11.97,8.06,0,0,0,0,0
2610,KRYS,,,,2.01,-17.153,1193302403,3,25,0,-0.22,0,0,0,0,26.74,15.55,12.76,10.11,9.23,0,0,0,0,0
2611,MODN,7,,-0.84,9.305,-38.649,1149291010,-1,26,0.09351262,-0.22,0,0,0,0,3.48,3.67,1.64,1.32,1.44,0,0,0,0,0
2612,IDN,5,,-0.22,3.436,-17.569,72840164,-1,-24,-0.04783321,-0.22,0,0,0,0,1.14,1.28,0.74,0.83,1.29,0,0,0,0,0
2613,STRM,3,,-0.15,1.824,-9.49,62082097,-2,18,-0.23847174,-0.22,0,0,0,0,0.8,0.58,0.7,0.76,0.94,0,0,0,0,0
2614,KINS,8,12/31/2021,-0.7,0.805,-8.252,60880494,-2,-26,0.03703349,-0.22,0.05,-0.07,0.03,0.11,7.15,8.66,8.19,8.3,9.1,0.0278,0.026,0.0409,0.0243,0.0147
2615,TPHS,5,,-0.51,0.987,-3.608,59441200,0,-44,-0.17145227,-0.22,0,0,0,0,1.86,2.1,1.87,1.88,2.21,0,0,0,0,0
2616,SNAP,,,,12.689,-98.56,48092985720,-8,-69,0.05738234,-0.23,0,0,0,0,2.4,1.6,1.64,1.78,2.56,0,0,0,0,0
2617,WPX,,,,1.127,19.87,5086840000,0,0,0.61736178,-0.23,0,0,0,0,10.74,10.53,13.17,11.06,15.09,0,0.0022,0.0032,0.0041,0.0047
2618,CDLX,,,,2.823,-15.169,1950153165,-5,-72,-0.12528907,-0.23,0,0,0,0,21.45,5.79,6.02,2.73,0,0,0,0,0,0
2619,EVBG,,,,3.853,-18.806,1782732759,-2,-22,0.0260917,-0.23,0,0,0,0,12.19,7.3,6.64,1.45,2.01,0,0,0,0,0
2620,SNBR,9,,6.4,-4.044,11.179,1718717000,-5,-29,0.07574143,-0.23,0,0,0,0,-17.68,-8.1,-5.41,-3.11,2.16,0,0,0,0,0
2621,SMRT,,,,737.36,-4.606,331444830,-3,-47,-0.24571015,-0.23,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
2622,IRIX,6,,-0.330194641,3.586,-15.991,83550723,6,-37,-0.17904403,-0.23,0,0,0,0,1.47,1.25,1.66,2.46,2.64,0,0,0,0,0
2623,INUV,5,,-0.06,1398.117,-6.035,45869400,-5,28,-0.22639689,-0.23,0,0,0,0,0,0.33,0.31,0.36,0.5,0,0,0,0,0
2624,BIOC,7,,-0.19,1.064,-14.127,39894674,-1,-54,0.03017404,-0.23,0,0,0,0,2.54,2,5.42,10.87,14.27,0,0,0,0,0
2625,SGEN,8,,-3.699725183,7.59,-34.494,23265508860,2,39,-0.3317556,-0.24,0,0,0,0,16.81,19.95,11.34,8.08,4.73,0,0,0,0,0
2626,HLF,6,,4.22,-4.126,12.838,5741290000,-2,-28,0.07352028,-0.24,0,0,0,0,-10.58,-6.51,-2.84,-5.16,-2.11,0,0,0,0,0
